,train_loss,val_loss,grad_norm
0,80.6753,22.5785,2998.79
1,45.8881,84.5852,3676.09
2,39.6256,49.9174,2295.43
3,36.7407,43.1683,1906.86
4,34.8146,33.2187,1385.71
5,33.6523,31.7196,1350.51
6,32.5698,27.7944,1082.81
7,31.8212,27.8014,1122.13
8,31.0304,25.7108,921.237
9,30.4768,26.0125,967.498
10,29.864,24.6587,799.197
11,29.4412,24.9438,843.572
12,28.9564,23.9785,699.466
13,28.6285,24.1858,741.309
14,28.2388,23.4673,616.87
15,27.9808,23.5978,656.403
16,27.6628,23.0524,548.17
17,27.4571,23.1201,585.641
18,27.1937,22.702,490.801
19,27.0275,22.7211,526.401
20,26.8064,22.3991,442.653
21,26.6705,22.381,476.53
22,26.4824,22.1325,401.995
23,26.3699,22.0863,434.263
24,26.2081,21.8948,367.416
25,26.114,21.8273,398.165
26,25.9733,21.6805,337.769
27,25.8939,21.5968,367.078
28,25.7703,21.4855,312.133
29,25.7027,21.3897,340.071
30,25.5933,21.3067,289.771
31,25.5353,21.202,316.404
32,25.4377,21.1419,270.096
33,25.3877,21.0305,295.489
34,25.3,20.9891,252.642
35,25.2565,20.8731,276.859
36,25.1773,20.8469,237.041
37,25.1394,20.7278,260.144
38,25.0675,20.7142,223
39,25.0342,20.5931,245.05
40,24.9685,20.5901,210.286
41,24.9392,20.468,231.344
42,24.8791,20.4737,198.713
43,24.8531,20.3514,218.835
44,24.7978,20.3644,188.13
45,24.7748,20.2426,207.372
46,24.7238,20.2616,178.414
47,24.7032,20.1407,196.829
48,24.656,20.165,169.465
49,24.6377,20.0454,187.101
50,24.5938,20.0739,161.197
51,24.5773,19.9559,178.103
52,24.5365,19.9881,153.54
53,24.5217,19.872,169.759
54,24.4835,19.9073,146.434
55,24.4703,19.7932,162.007
56,24.4345,19.831,139.825
57,24.4225,19.7191,154.792
58,24.389,19.7591,133.669
59,24.3782,19.6494,148.065
60,24.3467,19.6912,127.925
61,24.3368,19.5839,141.783
62,24.3072,19.6272,122.558
63,24.2982,19.5222,135.908
64,24.2702,19.5668,117.535
65,24.2621,19.4642,130.407
66,24.2356,19.5099,112.829
67,24.2282,19.4097,125.248
68,24.2031,19.4561,108.413
69,24.1964,19.3583,120.404
70,24.1726,19.4055,104.263
71,24.1664,19.31,115.849
72,24.1438,19.3577,100.359
73,24.1382,19.2646,111.561
74,24.1167,19.3127,96.6814
75,24.1115,19.2219,107.518
76,24.091,19.2702,93.2119
77,24.0863,19.1817,103.701
78,24.0668,19.2303,89.9345
79,24.0624,19.144,100.094
80,24.0438,19.1927,86.8346
81,24.0397,19.1085,96.679
82,24.022,19.1573,83.8985
83,24.0182,19.0752,93.4425
84,24.0012,19.124,81.114
85,23.9978,19.044,90.3709
86,23.9815,19.0927,78.4698
87,23.9784,19.0148,87.452
88,23.9627,19.0633,75.9554
89,23.9599,18.9874,84.6746
90,23.9449,19.0358,73.5615
91,23.9422,18.9617,82.0285
92,23.9278,19.0099,71.2795
93,23.9254,18.9378,79.5043
94,23.9115,18.9857,69.1013
95,23.9093,18.9154,77.0934
96,23.896,18.9631,67.0197
97,23.8939,18.8945,74.7881
98,23.8811,18.9419,65.0283
99,23.8792,18.8751,72.5812
100,23.8669,18.9221,63.1208
101,23.8651,18.857,70.4662
102,23.8532,18.9036,61.2918
103,23.8516,18.8402,68.437
104,23.8402,18.8864,59.5361
105,23.8387,18.8246,66.4881
106,23.8276,18.8705,57.8493
107,23.8263,18.8102,64.6147
108,23.8156,18.8556,56.2269
109,23.8144,18.7968,62.8119
110,23.8041,18.8419,54.6651
111,23.8029,18.7846,61.0758
112,23.793,18.8291,53.1604
