,train_loss,val_loss,grad_norm
0,0.396528,0.837763,141.214
1,0.184411,0.103261,201.186
2,0.103105,0.170256,56.6558
3,0.0791705,0.0423667,119.577
4,0.0498868,0.0578256,35.2726
5,0.0449543,0.0278905,81.4663
6,0.0310738,0.0283047,25.1599
7,0.0310443,0.0231504,63.0966
8,0.0225139,0.0191034,20.023
9,0.0235082,0.0199511,52.4738
10,0.0174496,0.0148318,16.8305
11,0.0185429,0.0169472,44.8619
12,0.0139861,0.0119755,14.4469
13,0.0149973,0.0142406,38.7724
14,0.0114867,0.00980787,12.5109
15,0.0123898,0.0119581,33.704
16,0.00964645,0.00813097,10.8907
17,0.010444,0.0101041,29.4241
18,0.00827564,0.00683613,9.51916
19,0.00897571,0.00862264,25.7838
20,0.00724392,0.00583772,8.35063
21,0.00785575,0.00744392,22.6716
22,0.00645906,0.00506629,7.35013
23,0.00699217,0.00650418,19.9986
24,0.0058553,0.00446733,6.48961
25,0.00631896,0.00575105,17.6926
26,0.00538551,0.00399923,5.74628
27,0.00578845,0.00514338,15.6949
28,0.00501577,0.00363064,5.10147
29,0.00536594,0.00464953,13.9572
30,0.0047215,0.00333811,4.53988
31,0.00502603,0.00424523,12.4397
32,0.00448476,0.0031041,4.04891
33,0.00474994,0.00391189,11.1097
34,0.00429237,0.00291547,3.61815
35,0.00452367,0.0036352,9.94013
36,0.00413454,0.00276229,3.23895
37,0.00433669,0.0034041,8.90834
38,0.00400393,0.00263705,2.90411
39,0.00418099,0.00320992,7.99549
40,0.003895,0.00253398,2.60763
41,0.00405044,0.00304589,7.18575
42,0.0038035,0.00244866,2.34444
43,0.00394028,0.00290663,6.46577
44,0.00372614,0.00237765,2.11027
45,0.00384681,0.00278785,5.82422
46,0.00366038,0.00231825,1.90147
47,0.00376708,0.0026861,5.25146
48,0.00360418,0.00226834,1.71497
49,0.00369877,0.00259861,4.73923
50,0.00355595,0.00222624,1.54808
51,0.00363999,0.0025231,4.28041
52,0.00351438,0.00219058,1.39854
53,0.00358922,0.00245772,3.86887
54,0.00347844,0.00216029,1.26434
55,0.00354522,0.00240094,3.49926
56,0.00344727,0.00213447,1.14378
57,0.00350698,0.00235149,3.16693
58,0.00342015,0.00211242,1.03534
59,0.00347365,0.0023083,2.86782
60,0.0033965,0.00209353,0.937717
61,0.00344452,0.00227051,2.59836
62,0.00337584,0.00207732,0.849741
63,0.00341902,0.00223735,2.35539
64,0.00335775,0.00206339,0.770397
65,0.00339663,0.00220821,2.13614
66,0.00334188,0.00205138,0.698782
67,0.00337695,0.00218255,1.93815
68,0.00332794,0.00204104,0.634099
69,0.00335961,0.00215992,1.75925
70,0.00331568,0.0020321,0.575638
71,0.00334431,0.00213992,1.59748
72,0.00330487,0.00202438,0.52277
73,0.0033308,0.00212223,1.45114
74,0.00329535,0.0020177,0.474931
75,0.00331885,0.00210655,1.31866
76,0.00328694,0.00201192,0.431621
77,0.00330826,0.00209264,1.19869
78,0.00327951,0.00200691,0.392391
79,0.00329887,0.00208029,1.08998
80,0.00327294,0.00200257,0.35684
81,0.00329053,0.0020693,0.99144
82,0.00326712,0.0019988,0.324609
83,0.00328313,0.00205952,0.902073
84,0.00326197,0.00199554,0.295376
85,0.00327654,0.00205081,0.820993
86,0.00325741,0.00199271,0.26885
87,0.00327068,0.00204304,0.747405
88,0.00325336,0.00199025,0.244772
89,0.00326545,0.0020361,0.68059
90,0.00324976,0.00198813,0.222908
91,0.00326079,0.0020299,0.619904
92,0.00324657,0.00198628,0.203047
93,0.00325664,0.00202436,0.564765
94,0.00324374,0.00198468,0.185
95,0.00325293,0.0020194,0.51465
96,0.00324122,0.00198329,0.168596
97,0.00324961,0.00201496,0.469087
