,train_loss,val_loss,grad_norm
0,0.698402,1.01159,178.16
1,0.282156,0.544551,218.997
2,0.187142,0.261363,54.0621
3,0.139644,0.21354,111.543
4,0.114489,0.132343,32.2376
5,0.0971275,0.122994,78.5007
6,0.0845873,0.0887515,23.7118
7,0.0748265,0.0857556,62.6296
8,0.0668097,0.0681511,19.4385
9,0.060121,0.0656543,53.7455
10,0.0542051,0.0550741,16.8674
11,0.0491343,0.0523336,47.4846
12,0.0445117,0.0453133,14.9618
13,0.0405139,0.0425249,42.4
14,0.0368256,0.0375916,13.3815
15,0.033626,0.0349708,38.0345
16,0.0306562,0.0313896,12.0148
17,0.0280766,0.0290294,34.2134
18,0.0256719,0.026383,10.8154
19,0.023582,0.0243002,30.8445
20,0.021626,0.0223269,9.75659
21,0.0199258,0.0205041,27.8637
22,0.0183284,0.0190275,8.81905
23,0.0169398,0.017436,25.2203
24,0.0156301,0.0163311,7.98716
25,0.0144917,0.0149407,22.8719
26,0.0134135,0.0141162,7.24777
27,0.0124769,0.0128995,20.7826
28,0.0115858,0.0122873,6.58966
29,0.0108122,0.01122,18.9212
30,0.0100729,0.0107691,6.0031
31,0.0094316,0.00983068,17.2607
32,0.00881572,0.009502,5.47968
33,0.00828205,0.00867498,15.7778
34,0.00776687,0.008439,5.01204
35,0.00732109,0.00770846,14.4519
36,0.00688835,0.00754257,4.59378
37,0.00651456,0.00689587,13.2651
38,0.00614953,0.00678279,4.21927
39,0.00583487,0.00620911,12.2016
40,0.00552563,0.00613564,3.88357
41,0.00525971,0.00562572,11.2477
42,0.00499658,0.00558175,3.58236
43,0.00477096,0.00512762,10.3912
44,0.00454607,0.00510546,3.3118
45,0.00435387,0.00470024,9.62127
46,0.0041608,0.00469401,3.06853
47,0.00399641,0.00433176,8.92854
48,0.0038299,0.00433699,2.84958
49,0.00368873,0.00401256,8.30462
50,0.00354446,0.00402586,2.65231
51,0.00342274,0.00373475,7.7421
52,0.00329715,0.00375358,2.4744
53,0.00319177,0.00349188,7.23443
54,0.00308195,0.00351432,2.31379
55,0.00299034,0.00327863,6.77579
56,0.00289385,0.00330323,2.16864
57,0.00281389,0.00309057,6.36103
58,0.00272872,0.00311629,2.03734
59,0.00265865,0.00292405,5.98556
60,0.00258312,0.0029501,1.91843
61,0.00252146,0.00277598,5.64531
62,0.00245417,0.00280182,1.81065
63,0.0023997,0.00264381,5.33665
64,0.00233948,0.00266904,1.71283
65,0.00229117,0.00252538,5.05635
66,0.00223702,0.00254972,1.62398
67,0.00219401,0.00241885,4.80153
68,0.00214511,0.00244212,1.54317
69,0.00210667,0.00232267,4.56962
70,0.00206231,0.00234477,1.46961
71,0.00202782,0.00223553,4.35833
72,0.00198741,0.0022564,1.40256
73,0.00195636,0.00215629,4.16562
74,0.00191939,0.00217592,1.34138
75,0.00189132,0.002084,3.98964
76,0.00185737,0.00210238,1.2855
77,0.00183191,0.00201781,3.82877
78,0.00180059,0.00203497,1.2344
79,0.00177742,0.00195701,3.68152
80,0.00174843,0.00197299,1.1876
81,0.00172726,0.00190098,3.54659
82,0.00170033,0.00191583,1.1447
83,0.00168093,0.00184917,3.42279
84,0.00165581,0.00186294,1.10533
85,0.00163798,0.00180112,3.30905
86,0.00161447,0.00181386,1.06915
87,0.00159803,0.00175642,3.20444
88,0.00157596,0.00176819,1.03585
89,0.00156074,0.00171471,3.10807
90,0.00153996,0.00172556,1.00516
91,0.00152584,0.00167566,3.0192
92,0.00150621,0.00168566,0.97685
93,0.00149306,0.00163902,2.93711
94,0.00147447,0.0016482,0.95069
95,0.0014622,0.00160453,2.86119
96,0.00144454,0.00161295,0.926482
97,0.00143306,0.00157197,2.79086
98,0.00141623,0.00157969,0.904048
99,0.00140546,0.00154116,2.72562
100,0.0013894,0.00154822,0.883228
101,0.00137927,0.00151194,2.665
102,0.0013639,0.00151837,0.863873
103,0.00135434,0.00148414,2.60859
104,0.0013396,0.00148999,0.845854
105,0.00133057,0.00145764,2.55601
106,0.00131641,0.00146295,0.82905
107,0.00130785,0.00143232,2.50692
108,0.00129422,0.00143712,0.813353
109,0.00128609,0.00140808,2.46102
110,0.00127294,0.00141241,0.798665
111,0.00126521,0.00138482,2.41801
112,0.0012525,0.0013887,0.784898
113,0.00124513,0.00136246,2.37765
114,0.00123284,0.00136593,0.771972
115,0.00122579,0.00134093,2.3397
116,0.00121388,0.00134401,0.759813
117,0.00120714,0.00132015,2.30397
118,0.00119558,0.00132287,0.748356
119,0.00118912,0.00130007,2.27025
120,0.00117788,0.00130245,0.737541
121,0.00117168,0.00128064,2.23838
122,0.00116075,0.0012827,0.727313
123,0.00115478,0.0012618,2.20821
124,0.00114414,0.00126357,0.717622
125,0.00113839,0.00124351,2.17958
126,0.00112802,0.00124501,0.708425
127,0.00112247,0.00122574,2.15237
128,0.00111234,0.00122699,0.699679
129,0.00110699,0.00120845,2.12647
130,0.0010971,0.00120946,0.691348
131,0.00109192,0.00119161,2.10177
132,0.00108225,0.00119239,0.683397
133,0.00107723,0.00117519,2.07817
134,0.00106777,0.00117576,0.675797
135,0.00106291,0.00115916,2.05557
136,0.00105365,0.00115954,0.668519
137,0.00104893,0.0011435,2.03391
138,0.00103985,0.0011437,0.661538
139,0.00103527,0.00112819,2.01311
140,0.00102637,0.00112822,0.65483
141,0.00102192,0.00111321,1.9931
142,0.00101319,0.00111308,0.648374
143,0.00100885,0.00109854,1.97382
144,0.00100029,0.00109827,0.64215
145,0.000996062,0.00108417,1.95521
146,0.000987654,0.00108376,0.636142
147,0.000983533,0.00107008,1.93723
148,0.000975273,0.00106955,0.630332
149,0.000971253,0.00105626,1.91983
150,0.000963135,0.00105561,0.624707
151,0.00095921,0.0010427,1.90296
152,0.000951228,0.00104194,0.619253
153,0.000947394,0.00102938,1.88658
154,0.000939543,0.00102852,0.613957
155,0.000935795,0.0010163,1.87067
156,0.00092807,0.00101535,0.608808
157,0.000924404,0.00100344,1.85519
158,0.000916801,0.00100241,0.603796
159,0.000913213,0.000990804,1.84011
160,0.000905728,0.000989693,0.598912
161,0.000902215,0.000978376,1.82539
162,0.000894844,0.000977193,0.594146
163,0.000891402,0.00096615,1.81103
164,0.000884141,0.0009649,0.589492
165,0.000880768,0.00095412,1.79699
166,0.000873614,0.000952809,0.584941
167,0.000870306,0.00094228,1.78325
168,0.000863256,0.000940913,0.580487
169,0.000860012,0.000930623,1.7698
170,0.000853062,0.000929205,0.576123
171,0.000849878,0.000919144,1.75661
172,0.000843027,0.00091768,0.571846
173,0.000839902,0.000907839,1.74367
174,0.000833146,0.000906332,0.567648
175,0.000830077,0.000896701,1.73097
176,0.000823415,0.000895156,0.563526
177,0.0008204,0.000885728,1.71849
178,0.000813828,0.000884148,0.559475
179,0.000810866,0.000874914,1.70622
180,0.000804383,0.000873303,0.555491
181,0.000801472,0.000864256,1.69414
182,0.000795076,0.000862618,0.55157
183,0.000792214,0.00085375,1.68226
184,0.000785902,0.000852087,0.547709
185,0.000783088,0.000843393,1.67055
186,0.000776858,0.000841708,0.543905
187,0.000774091,0.000833181,1.659
188,0.000767943,0.000831477,0.540155
189,0.00076522,0.000823111,1.64762
190,0.000759151,0.000821391,0.536456
