,train_loss,val_loss,grad_norm
0,82.0857,30.8445,2948.43
1,39.0859,77.3539,2396.53
2,27.8767,28.0222,497.937
3,25.6253,21.4136,313.642
4,24.1693,20.0798,124.075
5,23.8545,19.434,94.366
6,23.4951,18.5424,29.8614
7,23.4599,18.7332,9.49948
8,23.4529,18.9391,10.7021
9,23.4535,18.9332,3.5615
10,23.4529,18.9665,1.35496
11,23.4543,18.9902,0.503736
12,23.4545,18.9921,0.0621941
13,23.4545,18.9926,0.0946835
14,23.4545,18.9923,0.00925926
15,23.4545,18.9923,0.0480958
16,23.4545,18.9924,4.29584e-08
17,23.4545,18.9924,1.95064e-09
18,23.4545,18.9924,6.16243e-10
19,23.4545,18.9924,1.54307e-10
20,23.4545,18.9924,7.04857e-11
