,train_loss,val_loss,grad_norm
0,84.1202,35.8093,2972.9
1,40.4796,87.8348,2560.86
2,28.1653,30.6263,542.569
3,25.5495,23.2522,379.677
4,23.8553,21.7329,157.518
5,23.45,21.7233,139.859
6,22.9128,23.4707,50.1822
7,22.8446,25.8625,18.5272
8,22.8294,27.0783,8.74216
9,22.8289,27.1248,19.4382
10,22.8268,27.2234,2.91644
11,22.826,27.1563,1.47212
12,22.8255,27.16,0.603462
13,22.8255,27.1677,1.79407
14,22.8255,27.1422,0.118023
15,22.8255,27.1389,0.00102681
16,22.8255,27.1389,3.24249e-06
17,22.8255,27.1389,2.37965e-08
18,22.8255,27.1389,7.87646e-10
19,22.8255,27.1389,5.38359e-10
20,22.8255,27.1389,1.94534e-10
21,22.8255,27.1389,7.04681e-12
