,train_loss,val_loss,grad_norm
0,23.3775,17.3457,16989.8
1,11.4921,7.72272,9006.91
2,7.27657,5.16922,654.239
3,7.00501,5.11021,1249.08
4,6.17649,4.6032,293.716
5,6.03187,4.48602,234.073
6,5.81042,4.23598,137.624
7,5.7438,4.19405,45.1834
8,5.74374,4.19805,57.1222
9,5.73613,4.20399,0.318704
10,5.73613,4.20398,6.25375e-05
11,5.73613,4.20398,2.5067e-07
12,5.73613,4.20398,1.72606e-08
13,5.73613,4.20398,1.4854e-10
14,5.73613,4.20398,2.30329e-10
15,5.73613,4.20398,1.04973e-10
16,5.73613,4.20398,2.2907e-11
