,train_loss,val_loss,grad_norm
0,20.9117,15.0091,14795.3
1,10.4034,7.16168,8544.15
2,7.11294,5.07527,634.254
3,6.88246,5.01166,1127.26
4,6.20194,4.58588,337.615
5,6.03153,4.48087,203.984
6,5.8175,4.24853,126.969
7,5.75084,4.19843,34.3198
8,5.7508,4.20145,41.9621
9,5.74608,4.2069,0.28945
10,5.74608,4.20689,3.56678e-05
11,5.74608,4.20689,1.2792e-07
12,5.74608,4.20689,1.61586e-08
13,5.74608,4.20689,1.08922e-10
14,5.74608,4.20689,3.01282e-10
15,5.74608,4.20689,1.50207e-10
16,5.74608,4.20689,1.71395e-11
