,train_loss,val_loss,grad_norm
0,85.3382,32.7296,3144.93
1,47.0958,98.8059,2685.69
2,28.8469,36.0432,491.886
3,26.5643,24.5686,297.276
4,25.0604,21.556,117.227
5,24.739,19.7609,82.5418
6,24.5344,18.1322,19.6684
7,24.5273,17.8982,5.29997
8,24.5256,17.8699,1.65006
9,24.5259,17.8679,0.800442
10,24.5261,17.859,0.164926
11,24.5261,17.855,0.0111812
12,24.5261,17.8552,0.00125243
13,24.5261,17.8552,2.09866e-12
