,train_loss,val_loss,grad_norm
0,0.390817,0.365679,152.204
1,0.0557101,0.0591818,36.7213
2,0.0274257,0.068512,22.7048
3,0.00743503,0.00616851,8.85517
4,0.00420125,0.00234576,2.41728
5,0.0031802,0.00181905,0.690869
6,0.00321444,0.00196031,0.178853
7,0.00322539,0.00197577,0.0234574
8,0.00322091,0.00197611,0.00499227
9,0.0032203,0.00197456,0.000898302
10,0.00322063,0.00197487,0.000223849
11,0.00322068,0.00197488,2.5486e-05
12,0.00322067,0.00197487,3.36868e-06
13,0.00322067,0.00197487,4.46293e-07
14,0.00322067,0.00197487,9.63878e-14
